Entry	Entry Name	EC number	SUPFAM	Protein existence	Protein names	Gene Names	Organism	PDB	AlphaFoldDB	Date of last modification	Entry version	Taxonomic lineage	Super Kingdom	Is EC Complete
A1RIQ6	NADE_SHESW	('6.3.1.5',)	('SSF52402',)	Inferred from homology	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE Sputw3181_1714	Shewanella sp. (strain W3-18-1)	()	A1RIQ6;	2025-06-18	89	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Shewanellaceae (family), Shewanella (genus), unclassified Shewanella (no rank)	Bacteria	True
A1RJY8	QUEC_SHESW	('6.3.4.20',)	('SSF52402',)	Inferred from homology	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC Sputw3181_2155	Shewanella sp. (strain W3-18-1)	()	A1RJY8;	2025-06-18	87	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Shewanellaceae (family), Shewanella (genus), unclassified Shewanella (no rank)	Bacteria	True
A1S3M6	PANC_SHEAM	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC Sama_0775	Shewanella amazonensis (strain ATCC BAA-1098 / SB2B)	()	A1S3M6;	2025-04-09	97	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Shewanellaceae (family), Shewanella (genus), Shewanella amazonensis (species)	Bacteria	True
A1S5V3	NADE_SHEAM	('6.3.1.5',)	('SSF52402',)	Inferred from homology	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE Sama_1552	Shewanella amazonensis (strain ATCC BAA-1098 / SB2B)	()	A1S5V3;	2025-06-18	93	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Shewanellaceae (family), Shewanella (genus), Shewanella amazonensis (species)	Bacteria	True
A1S6M5	QUEC_SHEAM	('6.3.4.20',)	('SSF52402',)	Inferred from homology	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC Sama_1826	Shewanella amazonensis (strain ATCC BAA-1098 / SB2B)	()	A1S6M5;	2025-06-18	95	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Shewanellaceae (family), Shewanella (genus), Shewanella amazonensis (species)	Bacteria	True
A1S7C8	ACSA_SHEAM	('6.2.1.1',)	('SSF56801',)	Inferred from homology	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA Sama_2079	Shewanella amazonensis (strain ATCC BAA-1098 / SB2B)	()	A1S7C8;	2025-06-18	96	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Shewanellaceae (family), Shewanella (genus), Shewanella amazonensis (species)	Bacteria	True
A1SA65	PURA_SHEAM	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA Sama_3069	Shewanella amazonensis (strain ATCC BAA-1098 / SB2B)	()	A1SA65;	2025-06-18	98	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Shewanellaceae (family), Shewanella (genus), Shewanella amazonensis (species)	Bacteria	True
A1SDW7	PANC_NOCSJ	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC Noca_0460	Nocardioides sp. (strain ATCC BAA-499 / JS614)	()	A1SDW7;	2025-02-05	89	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Propionibacteriales (order), Nocardioidaceae (family), Nocardioides (genus), unclassified Nocardioides (no rank)	Bacteria	True
A1SJZ6	MSHC_NOCSJ	('6.3.1.13',)	('SSF52374',)	Inferred from homology	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase (L-Cys:GlcN-Ins ligase) (EC 6.3.1.13) (Mycothiol ligase) (MSH ligase)	mshC Noca_2628	Nocardioides sp. (strain ATCC BAA-499 / JS614)	()	A1SJZ6;	2025-02-05	92	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Propionibacteriales (order), Nocardioidaceae (family), Nocardioides (genus), unclassified Nocardioides (no rank)	Bacteria	True
A1SPV6	PURA_NOCSJ	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA Noca_4344	Nocardioides sp. (strain ATCC BAA-499 / JS614)	()	A1SPV6;	2025-06-18	95	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Propionibacteriales (order), Nocardioidaceae (family), Nocardioides (genus), unclassified Nocardioides (no rank)	Bacteria	True
A1SSG8	PANC_PSYIN	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC Ping_0579	Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37)	()	A1SSG8;	2025-04-09	93	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Psychromonadaceae (family), Psychromonas (genus), Psychromonas ingrahamii (species)	Bacteria	True
A1STX3	QUEC_PSYIN	('6.3.4.20',)	('SSF52402',)	Inferred from homology	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC Ping_1099	Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37)	()	A1STX3;	2025-04-09	92	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Psychromonadaceae (family), Psychromonas (genus), Psychromonas ingrahamii (species)	Bacteria	True
A1SZA2	ACSA_PSYIN	('6.2.1.1',)	('SSF56801',)	Inferred from homology	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA Ping_3120	Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37)	()	A1SZA2;	2025-06-18	95	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Psychromonadaceae (family), Psychromonas (genus), Psychromonas ingrahamii (species)	Bacteria	True
A1SZH7	NADE_PSYIN	('6.3.1.5',)	('SSF52402',)	Inferred from homology	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE Ping_3205	Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37)	()	A1SZH7;	2025-06-18	93	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Psychromonadaceae (family), Psychromonas (genus), Psychromonas ingrahamii (species)	Bacteria	True
A1SZK6	PURA_PSYIN	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA Ping_3234	Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37)	()	A1SZK6;	2025-06-18	100	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Psychromonadaceae (family), Psychromonas (genus), Psychromonas ingrahamii (species)	Bacteria	True
A1T2W5	PURA_MYCVP	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA Mvan_0677	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	()	A1T2W5;	2025-06-18	103	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus), Mycolicibacterium vanbaalenii (species)	Bacteria	True
A1T8U7	BIOD_MYCVP	('6.3.3.3',)	('SSF52540',)	Inferred from homology	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD Mvan_2790	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	()	A1T8U7;	2025-04-09	105	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus), Mycolicibacterium vanbaalenii (species)	Bacteria	True
A1TAS3	MSHC_MYCVP	('6.3.1.13',)	('SSF52374',)	Inferred from homology	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase (L-Cys:GlcN-Ins ligase) (EC 6.3.1.13) (Mycothiol ligase) (MSH ligase)	mshC Mvan_3478	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	()	A1TAS3;	2025-02-05	96	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus), Mycolicibacterium vanbaalenii (species)	Bacteria	True
A1TG35	PANC_MYCVP	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC Mvan_5364	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	()	A1TG35;	2025-04-09	98	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus), Mycolicibacterium vanbaalenii (species)	Bacteria	True
A1TIG3	QUEC_PARC0	('6.3.4.20',)	('SSF52402',)	Inferred from homology	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC Aave_0139	Paracidovorax citrulli (strain AAC00-1) (Acidovorax citrulli)	()	A1TIG3;	2025-04-09	96	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Comamonadaceae (family), Paracidovorax (genus), Paracidovorax citrulli (species)	Bacteria	True
A1TM37	PURA_PARC0	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA Aave_1434	Paracidovorax citrulli (strain AAC00-1) (Acidovorax citrulli)	()	A1TM37;	2025-06-18	105	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Comamonadaceae (family), Paracidovorax (genus), Paracidovorax citrulli (species)	Bacteria	True
A1TTW0	PANC_PARC0	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC Aave_3853	Paracidovorax citrulli (strain AAC00-1) (Acidovorax citrulli)	()	A1TTW0;	2025-04-09	97	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Comamonadaceae (family), Paracidovorax (genus), Paracidovorax citrulli (species)	Bacteria	True
A1TWM6	SYGB_MARN8	('6.1.1.14',)	('SSF109604',)	Inferred from homology	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS Maqu_0038	Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8) (Marinobacter aquaeolei)	()	A1TWM6;	2025-04-09	105	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Marinobacteraceae (family), Marinobacter (genus), Marinobacter nauticus (species)	Bacteria	True
A1TWU4	QUEC_MARN8	('6.3.4.20',)	('SSF52402',)	Inferred from homology	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC Maqu_0106	Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8) (Marinobacter aquaeolei)	()	A1TWU4;	2025-04-09	98	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Marinobacteraceae (family), Marinobacter (genus), Marinobacter nauticus (species)	Bacteria	True
A1TYE5	PANC_MARN8	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC Maqu_0666	Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8) (Marinobacter aquaeolei)	()	A1TYE5;	2025-04-09	96	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Marinobacteraceae (family), Marinobacter (genus), Marinobacter nauticus (species)	Bacteria	True
A1U2S9	ACSA_MARN8	('6.2.1.1',)	('SSF56801',)	Inferred from homology	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA Maqu_2219	Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8) (Marinobacter aquaeolei)	()	A1U2S9;	2025-06-18	99	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Marinobacteraceae (family), Marinobacter (genus), Marinobacter nauticus (species)	Bacteria	True
A1U4A9	BIOD_MARN8	('6.3.3.3',)	('SSF52540',)	Inferred from homology	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD Maqu_2753	Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8) (Marinobacter aquaeolei)	()	A1U4A9;	2025-04-09	92	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Marinobacteraceae (family), Marinobacter (genus), Marinobacter nauticus (species)	Bacteria	True
A1U4C0	PURA_MARN8	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA Maqu_2764	Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8) (Marinobacter aquaeolei)	()	A1U4C0;	2025-06-18	100	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Marinobacteraceae (family), Marinobacter (genus), Marinobacter nauticus (species)	Bacteria	True
A1UA84	PURA_MYCSK	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA Mkms_0526	Mycobacterium sp. (strain KMS)	()	A1UA84;	2025-06-18	101	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), unclassified Mycobacterium (no rank)	Bacteria	True
A1UHM2	BIOD_MYCSK	('6.3.3.3',)	('SSF52540',)	Inferred from homology	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD Mkms_3136	Mycobacterium sp. (strain KMS)	()	A1UHM2;	2025-02-05	94	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), unclassified Mycobacterium (no rank)	Bacteria	True
A1UHV1	MSHC_MYCSK	('6.3.1.13',)	('SSF52374',)	Inferred from homology	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase (L-Cys:GlcN-Ins ligase) (EC 6.3.1.13) (Mycothiol ligase) (MSH ligase)	mshC Mkms_3215	Mycobacterium sp. (strain KMS)	()	A1UHV1;	2025-02-05	94	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), unclassified Mycobacterium (no rank)	Bacteria	True
A1UMI0	PANC_MYCSK	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC Mkms_4848	Mycobacterium sp. (strain KMS)	()	A1UMI0;	2025-02-05	98	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), unclassified Mycobacterium (no rank)	Bacteria	True
A1UR36	ACSA_BARBK	('6.2.1.1',)	('SSF56801',)	Inferred from homology	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA BARBAKC583_0101	Bartonella bacilliformis (strain ATCC 35685 / KC583 / Herrer 020/F12,63)	()	A1UR36;	2025-06-18	94	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Bartonellaceae (family), Bartonella (genus), Bartonella bacilliformis (species)	Bacteria	True
A1URK5	PURA_BARBK	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA BARBAKC583_0285	Bartonella bacilliformis (strain ATCC 35685 / KC583 / Herrer 020/F12,63)	()	A1URK5;	2025-06-18	101	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Bartonellaceae (family), Bartonella (genus), Bartonella bacilliformis (species)	Bacteria	True
A1US39	PANC_BARBK	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC BARBAKC583_0476	Bartonella bacilliformis (strain ATCC 35685 / KC583 / Herrer 020/F12,63)	()	A1US39;	2025-04-09	96	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Bartonellaceae (family), Bartonella (genus), Bartonella bacilliformis (species)	Bacteria	True
A1UW43	NADE_BURMS	('6.3.1.5',)	('SSF52402',)	Inferred from homology	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE BMASAVP1_0588	Burkholderia mallei (strain SAVP1)	()	A1UW43;	2025-06-18	88	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Burkholderiaceae (family), Burkholderia (genus), pseudomallei group (no rank), Burkholderia mallei (species)	Bacteria	True
A1UWN5	ACSA_BURMS	('6.2.1.1',)	('SSF56801',)	Inferred from homology	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA BMASAVP1_0788	Burkholderia mallei (strain SAVP1)	()	A1UWN5;	2025-06-18	86	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Burkholderiaceae (family), Burkholderia (genus), pseudomallei group (no rank), Burkholderia mallei (species)	Bacteria	True
A1V4I9	PURA_BURMS	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA BMASAVP1_A1823	Burkholderia mallei (strain SAVP1)	()	A1V4I9;	2025-06-18	89	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Burkholderiaceae (family), Burkholderia (genus), pseudomallei group (no rank), Burkholderia mallei (species)	Bacteria	True
